province_n,district_n,sector_nam,cell_name,mean,median,count,sum
Amajyepfo,Huye,Tumba,Gitwa,2.447719,1.8607756,20,48.954384
Amajyepfo,Huye,Tumba,Mpare,0.35937053,0.0,80,28.749641
Amajyepfo,Huye,Tumba,RangoB,1.1138859,0.0,30,33.416576
Amajyepfo,Kamonyi,Gacurabwenge,Gihinga,0.38621154,0.0,156,60.249
Amajyepfo,Kamonyi,Gacurabwenge,Gihira,0.024052931,0.0,105,2.5255578
Amajyepfo,Kamonyi,Gacurabwenge,Kigembe,0.2685678,0.0,140,37.59949
Amajyepfo,Kamonyi,Gacurabwenge,Nkingo,0.16002508,0.0,168,26.884212
Amajyepfo,Kamonyi,Karama,Bitare,0.030332038,0.0,132,4.003829
Amajyepfo,Kamonyi,Karama,Bunyonga,0.0,0.0,90,0.0
Amajyepfo,Kamonyi,Karama,Muganza,0.017036641,0.0,110,1.8740306
Amajyepfo,Kamonyi,Karama,Nyamirembe,0.0,0.0,84,0.0
Amajyepfo,Kamonyi,Kayenzi,Bugarama,0.033551127,0.0,88,2.9524992
Amajyepfo,Kamonyi,Kayenzi,Cubi,0.0,0.0,110,0.0
Amajyepfo,Kamonyi,Kayenzi,Kayonza,0.0,0.0,64,0.0
Amajyepfo,Kamonyi,Kayenzi,Kirwa,0.0,0.0,100,0.0
Amajyepfo,Kamonyi,Kayenzi,Mataba,0.08330903,0.0,81,6.7480316
Amajyepfo,Kamonyi,Kayenzi,Nyamirama,0.0,0.0,132,0.0
Amajyepfo,Kamonyi,Kayumbu,Busoro,0.0,0.0,99,0.0
Amajyepfo,Kamonyi,Kayumbu,Gaseke,0.0,0.0,72,0.0
Amajyepfo,Kamonyi,Kayumbu,Giko,0.0,0.0,126,0.0
Amajyepfo,Kamonyi,Kayumbu,Muyange,0.0,0.0,117,0.0
Amajyepfo,Kamonyi,Mugina,Jenda,0.0,0.0,140,0.0
Amajyepfo,Kamonyi,Mugina,Kabugondo,0.011846507,0.0,255,3.0208592
Amajyepfo,Kamonyi,Mugina,Mbati,0.18502608,0.0,156,28.864069
Amajyepfo,Kamonyi,Mugina,Mugina,0.006127975,0.0,210,1.2868748
Amajyepfo,Kamonyi,Mugina,Nteko,0.0,0.0,180,0.0
Amajyepfo,Kamonyi,Musambira,Buhoro,0.20503901,0.0,110,22.55429
Amajyepfo,Kamonyi,Musambira,Cyambwe,0.083671235,0.0,120,10.040548
Amajyepfo,Kamonyi,Musambira,Karengera,0.20090918,0.0,130,26.118195
Amajyepfo,Kamonyi,Musambira,Kivumu,0.06929555,0.0,110,7.6225104
Amajyepfo,Kamonyi,Musambira,Mpushi,0.0,0.0,150,0.0
Amajyepfo,Kamonyi,Musambira,Rukambura,0.0,0.0,81,0.0
Amajyepfo,Kamonyi,Ngamba,Kabuga,0.052082017,0.0,208,10.833059
Amajyepfo,Kamonyi,Ngamba,Kazirabonde,0.0,0.0,84,0.0
Amajyepfo,Kamonyi,Ngamba,Marembo,0.090356864,0.0,110,9.939255
Amajyepfo,Kamonyi,Nyamiyaga,Bibungo,0.0,0.0,195,0.0
Amajyepfo,Kamonyi,Nyamiyaga,Kabashumba,0.0,0.0,169,0.0
Amajyepfo,Kamonyi,Nyamiyaga,Kidahwe,0.0,0.0,130,0.0
Amajyepfo,Kamonyi,Nyamiyaga,Mukinga,0.007789171,0.0,180,1.4020507
Amajyepfo,Kamonyi,Nyamiyaga,Ngoma,0.0,0.0,144,0.0
Amajyepfo,Kamonyi,Nyarubaka,Gitare,0.0835703,0.0,88,7.3541865
Amajyepfo,Kamonyi,Nyarubaka,Kambyeyi,0.08542647,0.0,96,8.200941
Amajyepfo,Kamonyi,Nyarubaka,Kigusa,0.040532127,0.0,120,4.8638554
Amajyepfo,Kamonyi,Nyarubaka,Nyagishubi,0.44132304,0.0,72,31.775259
Amajyepfo,Kamonyi,Nyarubaka,Ruyanza,0.007464421,0.0,88,0.65686905
Amajyepfo,Kamonyi,Rugarika,Bihembe,0.017971711,0.0,168,3.0192475
Amajyepfo,Kamonyi,Rugarika,Kigese,0.62748855,0.0,156,97.888214
Amajyepfo,Kamonyi,Rugarika,Masaka,0.16084976,0.0,182,29.274656
Amajyepfo,Kamonyi,Rugarika,Nyarubuye,0.0,0.0,182,0.0
Amajyepfo,Kamonyi,Rugarika,Sheli,0.72120345,0.0,140,100.96848
Amajyepfo,Kamonyi,Rukoma,Bugoba,0.0,0.0,72,0.0
Amajyepfo,Kamonyi,Rukoma,Buguri,0.0,0.0,84,0.0
Amajyepfo,Kamonyi,Rukoma,Gishyeshye,0.03988959,0.0,90,3.590063
Amajyepfo,Kamonyi,Rukoma,Murehe,0.02683838,0.0,88,2.3617775
Amajyepfo,Kamonyi,Rukoma,Mwirute,0.011860354,0.0,56,0.6641798
Amajyepfo,Kamonyi,Rukoma,Remera,0.04740248,0.0,99,4.6928453
Amajyepfo,Kamonyi,Rukoma,Taba,0.28768262,0.0,54,15.534862
Amajyepfo,Kamonyi,Runda,Gihara,1.1749947,0.0,84,98.699554
Amajyepfo,Kamonyi,Runda,Kabagesera,0.5897894,0.0,108,63.697254
Amajyepfo,Kamonyi,Runda,Kagina,0.20251626,0.0,132,26.732145
Amajyepfo,Kamonyi,Runda,Muganza,1.4870477,0.0,90,133.83429
Amajyepfo,Kamonyi,Runda,Ruyenzi,2.2146466,0.0,130,287.90405
Amajyepfo,Muhanga,Cyeza,Biringaga,0.06410516,0.0,140,8.974723
Amajyepfo,Muhanga,Cyeza,Kigarama,0.0,0.0,108,0.0
Amajyepfo,Muhanga,Cyeza,Kivumu,0.2400978,0.0,110,26.410759
Amajyepfo,Muhanga,Cyeza,Makera,0.28061077,0.0,117,32.83146
Amajyepfo,Muhanga,Cyeza,Nyarunyinya,0.0,0.0,110,0.0
Amajyepfo,Muhanga,Cyeza,Shori,0.0,0.0,143,0.0
Amajyepfo,Muhanga,Kabacuzi,Buramba,0.020343518,0.0,108,2.1971
Amajyepfo,Muhanga,Kabacuzi,Butare,0.0,0.0,126,0.0
Amajyepfo,Muhanga,Kabacuzi,Kabuye,0.0,0.0,64,0.0
Amajyepfo,Muhanga,Kabacuzi,Kavumu,0.0,0.0,100,0.0
Amajyepfo,Muhanga,Kabacuzi,Kibyimba,0.0,0.0,81,0.0
Amajyepfo,Muhanga,Kabacuzi,Ngarama,0.08992685,0.0,88,7.9135623
Amajyepfo,Muhanga,Kabacuzi,Ngoma,0.0,0.0,110,0.0
Amajyepfo,Muhanga,Kabacuzi,Sholi,0.0,0.0,126,0.0
Amajyepfo,Muhanga,Kibangu,Gisharu,0.0,0.0,72,0.0
Amajyepfo,Muhanga,Kibangu,Gitega,0.0,0.0,154,0.0
Amajyepfo,Muhanga,Kibangu,Jurwe,0.0,0.0,84,0.0
Amajyepfo,Muhanga,Kibangu,Mubuga,0.0,0.0,96,0.0
Amajyepfo,Muhanga,Kibangu,Rubyiniro,0.0,0.0,55,0.0
Amajyepfo,Muhanga,Kibangu,Ryakanimba,0.0,0.0,55,0.0
Amajyepfo,Muhanga,Kiyumba,Budende,0.0,0.0,70,0.0
Amajyepfo,Muhanga,Kiyumba,Ndago,0.015600318,0.0,90,1.4040287
Amajyepfo,Muhanga,Kiyumba,Remera,0.0,0.0,154,0.0
Amajyepfo,Muhanga,Kiyumba,Ruhina,0.054081727,0.0,187,10.113283
Amajyepfo,Muhanga,Kiyumba,Rukeri,0.010721095,0.0,132,1.4151845
Amajyepfo,Muhanga,Muhanga,Kanyinya,0.0,0.0,168,0.0
Amajyepfo,Muhanga,Muhanga,Nganzo,0.19763634,0.0,90,17.78727
Amajyepfo,Muhanga,Muhanga,Nyamirama,0.14128917,0.0,160,22.606268
Amajyepfo,Muhanga,Muhanga,Remera,0.16773744,0.0,192,32.20559
Amajyepfo,Muhanga,Muhanga,Tyazo,0.3275443,0.0,100,32.75443
Amajyepfo,Muhanga,Mushishiro,Matyazo,0.010799918,0.0,99,1.0691919
Amajyepfo,Muhanga,Mushishiro,Munazi,0.04816013,0.0,108,5.201294
Amajyepfo,Muhanga,Mushishiro,Nyagasozi,0.0,0.0,80,0.0
Amajyepfo,Muhanga,Mushishiro,Rukaragata,0.0,0.0,80,0.0
Amajyepfo,Muhanga,Mushishiro,Rwasare,0.0,0.0,90,0.0
Amajyepfo,Muhanga,Mushishiro,Rwigerero,0.0,0.0,100,0.0
Amajyepfo,Muhanga,Nyabinoni,Gashorera,0.0,0.0,80,0.0
Amajyepfo,Muhanga,Nyabinoni,Masangano,0.0,0.0,48,0.0
Amajyepfo,Muhanga,Nyabinoni,Mbuga,0.0,0.0,80,0.0
Amajyepfo,Muhanga,Nyabinoni,Muvumba,0.0,0.0,108,0.0
Amajyepfo,Muhanga,Nyabinoni,Nyarusozi,0.0,0.0,80,0.0
Amajyepfo,Muhanga,Nyamabuye,Gahogo,1.6234835,0.0,110,178.58319
Amajyepfo,Muhanga,Nyamabuye,Gifumba,0.20557241,0.0,99,20.35167
Amajyepfo,Muhanga,Nyamabuye,Gitarama,1.6854885,0.0,56,94.38735
Amajyepfo,Muhanga,Nyamabuye,Remera,0.6015568,0.0,81,48.726097
Amajyepfo,Muhanga,Nyarusange,Mbiriri,0.0,0.0,135,0.0
Amajyepfo,Muhanga,Nyarusange,Musongati,0.0,0.0,196,0.0
Amajyepfo,Muhanga,Nyarusange,Ngaru,0.0,0.0,98,0.0
Amajyepfo,Muhanga,Nyarusange,Rusovu,0.0035718554,0.0,143,0.5107753
Amajyepfo,Muhanga,Rongi,Gasagara,0.0,0.0,108,0.0
Amajyepfo,Muhanga,Rongi,Gasharu,0.0,0.0,168,0.0
Amajyepfo,Muhanga,Rongi,Karambo,0.0,0.0,100,0.0
Amajyepfo,Muhanga,Rongi,Nyamirambo,0.0,0.0,117,0.0
Amajyepfo,Muhanga,Rongi,Ruhango,0.0,0.0,308,0.0
Amajyepfo,Muhanga,Rugendabari,Gasave,0.1958196,0.0,120,23.498352
Amajyepfo,Muhanga,Rugendabari,Kanyana,0.0,0.0,132,0.0
Amajyepfo,Muhanga,Rugendabari,Kibaga,0.24275005,0.0,49,11.8947525
Amajyepfo,Muhanga,Rugendabari,Mpinga,0.0,0.0,42,0.0
Amajyepfo,Muhanga,Rugendabari,Nsanga,0.27748808,0.0,120,33.29857
Amajyepfo,Muhanga,Shyogwe,Kinini,0.36299703,0.0,91,33.03273
Amajyepfo,Muhanga,Shyogwe,Mbare,0.17051986,0.0,99,16.881466
Amajyepfo,Muhanga,Shyogwe,Mubuga,0.3245933,0.0,135,43.820095
Amajyepfo,Muhanga,Shyogwe,Ruli,1.4984885,0.0,110,164.83374
Amajyepfo,Nyamagabe,Buruhukiro,Bushigishigi,0.0,0.0,88,0.0
Amajyepfo,Nyamagabe,Buruhukiro,Byimana,0.029799066,0.0,72,2.1455328
Amajyepfo,Nyamagabe,Buruhukiro,Gifurwe,0.0,0.0,72,0.0
Amajyepfo,Nyamagabe,Buruhukiro,Kizimyamuriro,0.014168272,0.0,902,12.779781
Amajyepfo,Nyamagabe,Buruhukiro,Munini,0.01807635,0.0,252,4.5552406
Amajyepfo,Nyamagabe,Buruhukiro,Rambya,0.01688535,0.0,117,1.9755859
Amajyepfo,Nyamagabe,Cyanika,Gitega,0.0,0.0,120,0.0
Amajyepfo,Nyamagabe,Cyanika,Karama,0.10077278,0.0,120,12.092734
Amajyepfo,Nyamagabe,Cyanika,Kiyumba,0.019264823,0.0,99,1.9072175
Amajyepfo,Nyamagabe,Cyanika,Ngoma,0.0,0.0,90,0.0
Amajyepfo,Nyamagabe,Cyanika,Nyanza,0.061856806,0.0,117,7.2372465
Amajyepfo,Nyamagabe,Cyanika,Nyanzoga,0.0,0.0,99,0.0
Amajyepfo,Nyamagabe,Gasaka,Kigeme,0.5813536,0.0,72,41.85746
Amajyepfo,Nyamagabe,Gasaka,Ngiryi,0.4783546,0.0,90,43.051914
Amajyepfo,Nyamagabe,Gasaka,Nyabivumu,0.47339022,0.0,42,19.88239
Amajyepfo,Nyamagabe,Gasaka,Nyamugari,0.9718729,0.0,91,88.44044
Amajyepfo,Nyamagabe,Gasaka,Nzega,0.39629993,0.0,54,21.400196
Amajyepfo,Nyamagabe,Gasaka,Remera,0.16240306,0.0,99,16.077904
Amajyepfo,Nyamagabe,Gatare,Bakopfu,0.0,0.0,72,0.0
Amajyepfo,Nyamagabe,Gatare,Gatare,0.027366564,0.0,375,10.262462
Amajyepfo,Nyamagabe,Gatare,Mukongoro,0.0,0.0,60,0.0
Amajyepfo,Nyamagabe,Gatare,Ruganda,0.0,0.0,60,0.0
Amajyepfo,Nyamagabe,Gatare,Shyeru,0.023767065,0.0,180,4.278072
Amajyepfo,Nyamagabe,Kaduha,Kavumu,0.12847255,0.0,210,26.979237
Amajyepfo,Nyamagabe,Kaduha,Murambi,0.0106130615,0.0,90,0.9551755
Amajyepfo,Nyamagabe,Kaduha,Musenyi,0.0,0.0,130,0.0
Amajyepfo,Nyamagabe,Kaduha,Nyabisindu,0.0,0.0,224,0.0
Amajyepfo,Nyamagabe,Kaduha,Nyamiyaga,0.0,0.0,128,0.0
Amajyepfo,Nyamagabe,Kamegeri,Bwama,0.024539176,0.0,40,0.981567
Amajyepfo,Nyamagabe,Kamegeri,Kamegeri,0.0,0.0,90,0.0
Amajyepfo,Nyamagabe,Kamegeri,Kirehe,0.013169463,0.0,42,0.55311745
Amajyepfo,Nyamagabe,Kamegeri,Kizi,0.06960154,0.0,56,3.8976865
Amajyepfo,Nyamagabe,Kamegeri,Nyarusiza,0.0,0.0,64,0.0
Amajyepfo,Nyamagabe,Kamegeri,Rususa,0.0,0.0,54,0.0
Amajyepfo,Nyamagabe,Kibirizi,Bugarama,0.041347913,0.0,70,2.8943539
Amajyepfo,Nyamagabe,Kibirizi,Bugarura,0.0,0.0,81,0.0
Amajyepfo,Nyamagabe,Kibirizi,Gashiha,0.00710866,0.0,99,0.70375735
Amajyepfo,Nyamagabe,Kibirizi,Karambo,0.0,0.0,70,0.0
Amajyepfo,Nyamagabe,Kibirizi,Ruhunga,0.12688823,0.0,112,14.211482
Amajyepfo,Nyamagabe,Kibirizi,Uwindekezi,0.07258843,0.0,99,7.1862545
Amajyepfo,Nyamagabe,Kibumbwe,Bwenda,0.0,0.0,112,0.0
Amajyepfo,Nyamagabe,Kibumbwe,Gakanka,0.018688887,0.0,110,2.0557775
Amajyepfo,Nyamagabe,Kibumbwe,Kibibi,0.0,0.0,143,0.0
Amajyepfo,Nyamagabe,Kibumbwe,Nyakiza,0.0,0.0,140,0.0
Amajyepfo,Nyamagabe,Kitabi,Kagano,0.2016621,0.0,608,122.61055
Amajyepfo,Nyamagabe,Kitabi,Mujuga,0.09185097,0.0,156,14.328752
Amajyepfo,Nyamagabe,Kitabi,Mukungu,0.5937218,0.0,63,37.404472
Amajyepfo,Nyamagabe,Kitabi,Shaba,0.0,0.0,160,0.0
Amajyepfo,Nyamagabe,Kitabi,Uwingugu,0.008498905,0.0,112,0.95187736
Amajyepfo,Nyamagabe,Mbazi,Manwari,0.0,0.0,80,0.0
Amajyepfo,Nyamagabe,Mbazi,Mutiwingoma,0.0,0.0,100,0.0
Amajyepfo,Nyamagabe,Mbazi,Ngambi,0.0,0.0,196,0.0
Amajyepfo,Nyamagabe,Mbazi,Ngara,0.0,0.0,99,0.0
Amajyepfo,Nyamagabe,Mugano,Gitondorero,0.024313208,0.0,154,3.744234
Amajyepfo,Nyamagabe,Mugano,Gitwa,0.0,0.0,100,0.0
Amajyepfo,Nyamagabe,Mugano,Ruhinga,0.0,0.0,117,0.0
Amajyepfo,Nyamagabe,Mugano,Sovu,0.0,0.0,195,0.0
Amajyepfo,Nyamagabe,Mugano,Suti,0.0,0.0,117,0.0
Amajyepfo,Nyamagabe,Mugano,Yonde,0.0,0.0,120,0.0
Amajyepfo,Nyamagabe,Musange,Gasave,0.0,0.0,132,0.0
Amajyepfo,Nyamagabe,Musange,Jenda,0.0,0.0,195,0.0
Amajyepfo,Nyamagabe,Musange,Masagara,0.0,0.0,132,0.0
Amajyepfo,Nyamagabe,Musange,Masangano,0.0,0.0,80,0.0
Amajyepfo,Nyamagabe,Musange,Masizi,0.0,0.0,130,0.0
Amajyepfo,Nyamagabe,Musange,Nyagisozi,0.0,0.0,90,0.0
Amajyepfo,Nyamagabe,Musebeya,Gatovu,0.15020494,0.0,77,11.565781
Amajyepfo,Nyamagabe,Musebeya,Nyarurambi,0.0,0.0,98,0.0
Amajyepfo,Nyamagabe,Musebeya,Rugano,0.0,0.0,72,0.0
Amajyepfo,Nyamagabe,Musebeya,Runege,0.0,0.0,90,0.0
Amajyepfo,Nyamagabe,Musebeya,Rusekera,0.0,0.0,63,0.0
Amajyepfo,Nyamagabe,Musebeya,Sekera,0.0,0.0,192,0.0
Amajyepfo,Nyamagabe,Mushubi,Buteteri,0.0,0.0,169,0.0
Amajyepfo,Nyamagabe,Mushubi,Cyobe,0.0,0.0,120,0.0
Amajyepfo,Nyamagabe,Mushubi,Gashwati,0.0,0.0,110,0.0
Amajyepfo,Nyamagabe,Nkomane,Bitandara,0.0,0.0,64,0.0
Amajyepfo,Nyamagabe,Nkomane,Musaraba,0.0,0.0,99,0.0
Amajyepfo,Nyamagabe,Nkomane,Mutengeri,0.0,0.0,308,0.0
Amajyepfo,Nyamagabe,Nkomane,Nkomane,0.0,0.0,242,0.0
Amajyepfo,Nyamagabe,Nkomane,Nyarwungo,0.0,0.0,240,0.0
Amajyepfo,Nyamagabe,Nkomane,Twiya,0.0,0.0,42,0.0
Amajyepfo,Nyamagabe,Tare,Buhoro,0.0,0.0,121,0.0
Amajyepfo,Nyamagabe,Tare,Gasarenda,0.5388482,0.0,64,34.486286
Amajyepfo,Nyamagabe,Tare,Gatovu,0.0,0.0,99,0.0
Amajyepfo,Nyamagabe,Tare,Kaganza,0.6810532,0.48452264,40,27.242128
Amajyepfo,Nyamagabe,Tare,Nkumbure,0.0,0.0,99,0.0
Amajyepfo,Nyamagabe,Tare,Nyamigina,0.23326367,0.0,110,25.659004
Amajyepfo,Nyamagabe,Uwinkingi,Bigumira,0.0,0.0,54,0.0
Amajyepfo,Nyamagabe,Uwinkingi,Gahira,0.0,0.0,88,0.0
Amajyepfo,Nyamagabe,Uwinkingi,Kibyagira,0.0,0.0,72,0.0
Amajyepfo,Nyamagabe,Uwinkingi,Mudasomwa,0.019537764,0.0,48,0.9378127
Amajyepfo,Nyamagabe,Uwinkingi,Munyege,0.028716417,0.0,70,2.0101492
Amajyepfo,Nyamagabe,Uwinkingi,Rugogwe,0.19292243,0.0,540,104.17811
Amajyepfo,Nyanza,Busasamana,Gahondo,0.7265523,0.0,72,52.311768
Amajyepfo,Nyanza,Busasamana,Kavumu,0.4825995,0.0,135,65.15093
Amajyepfo,Nyanza,Busasamana,Kibinja,0.51262593,0.0,99,50.74997
Amajyepfo,Nyanza,Busasamana,Nyanza,0.9507709,0.0,104,98.88017
Amajyepfo,Nyanza,Busasamana,Rwesero,0.3855406,0.0,144,55.51785
Amajyepfo,Nyanza,Busoro,Gitovu,0.0,0.0,132,0.0
Amajyepfo,Nyanza,Busoro,Kimirama,0.0,0.0,96,0.0
Amajyepfo,Nyanza,Busoro,Masangano,0.309318,0.0,171,52.89338
Amajyepfo,Nyanza,Busoro,Munyinya,0.05846258,0.0,112,6.5478086
Amajyepfo,Nyanza,Busoro,Rukingiro,0.0,0.0,108,0.0
Amajyepfo,Nyanza,Busoro,Shyira,0.0,0.0,156,0.0
Amajyepfo,Nyanza,Cyabakamyi,Kadaho,0.0,0.0,126,0.0
Amajyepfo,Nyanza,Cyabakamyi,Karama,0.0,0.0,110,0.0
Amajyepfo,Nyanza,Cyabakamyi,Nyabinyenga,0.0,0.0,96,0.0
Amajyepfo,Nyanza,Cyabakamyi,Nyarurama,0.0,0.0,130,0.0
Amajyepfo,Nyanza,Cyabakamyi,Rubona,0.0,0.0,120,0.0
Amajyepfo,Nyanza,Kibilizi,Cyeru,0.0052278237,0.0,208,1.0873873
Amajyepfo,Nyanza,Kibilizi,Mbuye,0.002336198,0.0,192,0.44855002
Amajyepfo,Nyanza,Kibilizi,Mututu,0.0,0.0,234,0.0
Amajyepfo,Nyanza,Kibilizi,Rwotso,0.003029209,0.0,168,0.50890714
Amajyepfo,Nyanza,Kigoma,Butansinda,0.09589352,0.0,144,13.808666
Amajyepfo,Nyanza,Kigoma,Butara,0.0,0.0,81,0.0
Amajyepfo,Nyanza,Kigoma,Gahombo,0.0,0.0,154,0.0
Amajyepfo,Nyanza,Kigoma,Gasoro,0.37728307,0.0,108,40.74657
Amajyepfo,Nyanza,Kigoma,Mulinja,0.0,0.0,144,0.0
Amajyepfo,Nyanza,Mukingo,Cyerezo,0.02604652,0.0,121,3.151629
Amajyepfo,Nyanza,Mukingo,Gatagara,0.35182798,0.0,144,50.66323
Amajyepfo,Nyanza,Mukingo,Kiruli,0.0,0.0,121,0.0
Amajyepfo,Nyanza,Mukingo,Mpanga,0.087644644,0.0,130,11.393804
Amajyepfo,Nyanza,Mukingo,Ngwa,0.06432458,0.0,110,7.0757036
Amajyepfo,Nyanza,Mukingo,Nkomero,0.050016433,0.0,130,6.502136
Amajyepfo,Nyanza,Muyira,Gati,0.007629709,0.0,220,1.6785359
Amajyepfo,Nyanza,Muyira,Migina,0.0,0.0,165,0.0
Amajyepfo,Nyanza,Muyira,Nyamiyaga,0.0,0.0,156,0.0
Amajyepfo,Nyanza,Muyira,Nyamure,0.00625479,0.0,196,1.2259388
Amajyepfo,Nyanza,Muyira,Nyundo,0.0,0.0,144,0.0
Amajyepfo,Nyanza,Ntyazo,Bugali,0.101304404,0.0,156,15.803487
Amajyepfo,Nyanza,Ntyazo,Cyotamakara,0.0,0.0,240,0.0
Amajyepfo,Nyanza,Ntyazo,Kagunga,0.0,0.0,90,0.0
Amajyepfo,Nyanza,Ntyazo,Katarara,0.029688707,0.0,208,6.175251
Amajyepfo,Nyanza,Nyagisozi,Gahunga,0.0,0.0,180,0.0
Amajyepfo,Nyanza,Nyagisozi,Kabirizi,0.0,0.0,224,0.0
Amajyepfo,Nyanza,Nyagisozi,Kabuga,0.0,0.0,165,0.0
Amajyepfo,Nyanza,Nyagisozi,Kirambi,0.0,0.0,117,0.0
Amajyepfo,Nyanza,Nyagisozi,Rurangazi,0.061194975,0.0,168,10.280756
Amajyepfo,Nyanza,Rwabicuma,Gacu,0.0066504595,0.0,77,0.5120854
Amajyepfo,Nyanza,Rwabicuma,Gishike,0.0,0.0,80,0.0
Amajyepfo,Nyanza,Rwabicuma,Mubuga,0.0,0.0,72,0.0
Amajyepfo,Nyanza,Rwabicuma,Mushirarungu,0.060929835,0.0,80,4.874387
Amajyepfo,Nyanza,Rwabicuma,Nyarusange,0.06832971,0.0,110,7.516268
Amajyepfo,Nyanza,Rwabicuma,Runga,0.0,0.0,99,0.0
Amajyepfo,Nyaruguru,Busanze,Kirarangombe,0.028105637,0.0,144,4.0472116
Amajyepfo,Nyaruguru,Busanze,Nkanda,0.18757671,0.0,132,24.760126
Amajyepfo,Nyaruguru,Busanze,Nteko,0.0303862,0.0,156,4.7402472
Amajyepfo,Nyaruguru,Busanze,Runyombyi,0.024916233,0.0,176,4.3852572
Amajyepfo,Nyaruguru,Busanze,Shororo,0.0025032966,0.0,195,0.48814285
Amajyepfo,Nyaruguru,Cyahinda,Coko,0.0,0.0,91,0.0
Amajyepfo,Nyaruguru,Cyahinda,Cyahinda,0.038688246,0.0,108,4.1783304
Amajyepfo,Nyaruguru,Cyahinda,Gasasa,0.0,0.0,90,0.0
Amajyepfo,Nyaruguru,Cyahinda,Muhambara,0.087819576,0.0,108,9.484514
Amajyepfo,Nyaruguru,Cyahinda,Rutobwe,0.0,0.0,135,0.0
Amajyepfo,Nyaruguru,Kibeho,Gakoma,0.08426097,0.0,144,12.133579
Amajyepfo,Nyaruguru,Kibeho,Kibeho,0.5131772,0.0,90,46.18595
Amajyepfo,Nyaruguru,Kibeho,Mbasa,0.0,0.0,143,0.0
Amajyepfo,Nyaruguru,Kibeho,Mpanda,0.01525621,0.0,130,1.9833074
Amajyepfo,Nyaruguru,Kibeho,Mubuga,0.1157092,0.0,120,13.885104
Amajyepfo,Nyaruguru,Kibeho,Nyange,0.044042587,0.0,266,11.715328
Amajyepfo,Nyaruguru,Kivu,Cyanyirankora,0.0,0.0,88,0.0
Amajyepfo,Nyaruguru,Kivu,Gahurizo,0.005915015,0.0,690,4.0813603
Amajyepfo,Nyaruguru,Kivu,Kimina,0.0060143564,0.0,72,0.43303365
Amajyepfo,Nyaruguru,Kivu,Kivu,0.091883644,0.0,130,11.944874
Amajyepfo,Nyaruguru,Kivu,Rugerero,0.06584016,0.0,84,5.530574
Amajyepfo,Nyaruguru,Mata,Gorwe,0.12089541,0.0,99,11.968645
Amajyepfo,Nyaruguru,Mata,Murambi,0.020626944,0.0,130,2.6815026
Amajyepfo,Nyaruguru,Mata,Nyamabuye,0.0,0.0,110,0.0
Amajyepfo,Nyaruguru,Mata,Ramba,0.003967927,0.0,204,0.80945706
Amajyepfo,Nyaruguru,Mata,Rwamiko,0.0,0.0,48,0.0
Amajyepfo,Nyaruguru,Muganza,Muganza,0.055981155,0.0,190,10.636419
Amajyepfo,Nyaruguru,Muganza,Rukore,0.0,0.0,171,0.0
Amajyepfo,Nyaruguru,Muganza,Samiyonga,0.037139304,0.0,390,14.484328
Amajyepfo,Nyaruguru,Muganza,Uwacyiza,0.030417154,0.0,132,4.0150642
Amajyepfo,Nyaruguru,Munini,Giheta,0.0,0.0,110,0.0
Amajyepfo,Nyaruguru,Munini,Ngarurira,0.55524033,0.0,80,44.419228
Amajyepfo,Nyaruguru,Munini,Ngeri,0.041270692,0.0,108,4.457235
Amajyepfo,Nyaruguru,Munini,Ntwali,0.07292306,0.0,135,9.844613
Amajyepfo,Nyaruguru,Munini,Nyarure,0.0,0.0,88,0.0
Amajyepfo,Nyaruguru,Ngera,Bitare,0.0,0.0,72,0.0
Amajyepfo,Nyaruguru,Ngera,Mukuge,0.0,0.0,56,0.0
Amajyepfo,Nyaruguru,Ngera,Murama,0.1720199,0.0,168,28.899343
Amajyepfo,Nyaruguru,Ngera,Nyamirama,0.04120375,0.0,90,3.7083373
Amajyepfo,Nyaruguru,Ngera,Nyanza,0.1468473,0.0,140,20.55862
Amajyepfo,Nyaruguru,Ngera,Yaramba,0.0,0.0,120,0.0
Amajyepfo,Nyaruguru,Ngoma,Fugi,0.14886884,0.0,100,14.886885
Amajyepfo,Nyaruguru,Ngoma,Kibangu,0.02005932,0.0,42,0.8424914
Amajyepfo,Nyaruguru,Ngoma,Kiyonza,0.33853668,0.0,90,30.4683
Amajyepfo,Nyaruguru,Ngoma,Mbuye,0.08276623,0.0,72,5.9591684
Amajyepfo,Nyaruguru,Ngoma,Nyamirama,0.0,0.0,120,0.0
Amajyepfo,Nyaruguru,Ngoma,Rubona,0.10589637,0.0,77,8.15402
Amajyepfo,Nyaruguru,Nyabimata,Gihemvu,0.0,0.0,99,0.0
Amajyepfo,Nyaruguru,Nyabimata,Kabere,0.086932614,0.0,120,10.431913
Amajyepfo,Nyaruguru,Nyabimata,Mishungero,0.037988734,0.0,522,19.830118
Amajyepfo,Nyaruguru,Nyabimata,Nyabimata,0.17204928,0.0,66,11.355253
Amajyepfo,Nyaruguru,Nyabimata,Ruhinga,0.0093279295,0.0,621,5.792644
Amajyepfo,Nyaruguru,Nyagisozi,Maraba,0.0,0.0,81,0.0
Amajyepfo,Nyaruguru,Nyagisozi,Mwoya,0.0,0.0,81,0.0
Amajyepfo,Nyaruguru,Nyagisozi,Nkakwa,0.08587554,0.0,80,6.8700433
Amajyepfo,Nyaruguru,Nyagisozi,Nyagisozi,0.00549483,0.0,88,0.48354506
